gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Cluster
0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,29.05,1911,1
0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,86.45,1360,0
0,0,1,0,46,1,0,0,2,2,0,2,0,2,1,0,3,70.6,1455,1
0,0,0,0,54,1,2,1,0,2,0,0,2,2,2,1,0,97.2,2225,2
0,0,1,0,56,1,2,1,0,2,0,0,2,2,1,1,2,98.25,2347,2
0,0,1,0,9,1,0,1,0,0,2,0,0,0,0,1,0,75.75,2702,0
1,0,0,0,20,1,2,0,2,0,0,2,0,0,0,0,0,59.2,193,1
1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,3,75.9,3217,0
0,1,1,0,30,1,2,1,0,2,0,0,2,0,0,1,2,90.05,1178,0
1,0,1,0,68,1,0,0,2,2,2,0,0,2,2,0,0,70.95,2059,2
1,1,1,0,38,1,2,1,0,2,2,0,2,2,0,1,2,102.6,1757,2
0,1,1,0,17,1,2,1,2,0,2,0,0,0,0,1,0,85.35,444,0
1,0,0,0,48,1,2,1,0,2,2,0,2,2,1,1,1,106.1,2210,2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,1865,0
1,0,1,1,63,0,1,0,2,2,2,0,2,2,2,0,2,59.0,1652,2
0,0,0,0,3,1,0,0,0,0,2,0,2,2,1,1,2,69.95,970,0
0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,0,24.35,139,1
1,0,0,0,66,0,1,0,0,0,0,2,0,0,1,0,1,29.45,844,1
0,0,1,1,68,1,2,1,0,2,2,0,0,0,2,1,1,84.4,2438,2
1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,45.05,3019,0
0,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,326,1
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,87.1,2606,2
0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,3,19.85,2430,1
1,0,1,0,37,1,0,1,0,0,2,2,0,2,0,1,2,90.35,1538,0
0,0,0,0,34,1,2,1,2,2,2,0,2,2,0,1,3,109.8,1605,2
0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,84.65,1587,0
0,0,1,1,59,1,2,0,2,2,0,2,0,0,1,0,3,65.5,1678,1
1,0,1,1,11,1,0,1,0,0,0,0,2,0,0,1,0,79.5,3220,0
1,1,1,1,60,1,2,1,2,0,0,0,0,0,0,1,2,80.95,2101,0
0,0,0,0,27,1,0,0,0,2,0,2,0,0,0,1,3,56.15,421,0
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,3,85.8,3191,0
1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.1,3054,0
1,0,1,0,17,0,1,0,2,0,2,0,0,0,0,0,3,34.4,2497,1
1,0,1,0,58,1,0,2,1,1,1,1,1,1,2,0,3,20.75,185,1
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,18.8,699,1
0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,327,0
0,0,0,0,53,1,2,1,2,2,2,0,0,0,0,0,2,90.8,2144,1
1,0,0,0,35,1,2,2,1,1,1,1,1,1,0,1,2,25.6,3259,0
1,0,1,1,50,1,2,1,2,0,2,0,2,2,0,0,1,105.95,2287,2
1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,2103,2
1,0,1,0,47,1,2,2,1,1,1,1,1,1,0,0,2,25.4,144,1
0,1,1,0,65,1,2,1,0,2,2,0,2,2,0,1,0,108.8,2859,2
1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.75,1460,0
1,0,1,0,51,1,2,1,0,0,0,0,2,2,0,1,2,94.65,2086,0
0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05,1903,0
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,76.85,2722,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.25,659,1
1,0,0,0,14,1,2,2,1,1,1,1,1,1,1,1,1,24.8,1444,1
0,0,0,0,45,1,2,1,2,2,2,2,2,2,0,1,2,115.65,2223,2
0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,1,74.6,2331,0
1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,3,50.15,2173,0
1,0,1,1,66,1,0,1,2,2,2,0,2,2,1,1,0,103.15,2849,2
1,0,1,1,72,1,2,0,2,2,2,2,0,0,2,0,1,72.1,2183,2
0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,2004,2
0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,25.1,2564,1
0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,78.9,1053,0
0,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.15,1432,0
1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,25.4,496,1
0,1,1,0,67,1,2,1,2,2,2,2,0,2,1,1,1,105.4,2850,2
1,1,0,1,7,1,0,0,0,0,0,0,0,0,0,1,3,45.75,1545,0
1,0,1,1,56,1,2,2,1,1,1,1,1,1,1,1,3,24.45,417,1
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.0,739,1
1,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,2,85.25,2556,2
1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,1,19.6,1854,1
0,0,0,1,35,1,2,0,0,0,0,0,0,0,0,0,3,50.15,591,0
1,1,1,0,27,1,0,1,0,0,0,0,0,0,0,1,2,70.55,820,0
0,0,1,1,26,1,2,0,0,2,0,2,0,0,0,1,2,60.05,561,1
1,0,1,1,12,1,2,2,1,1,1,1,1,1,1,0,3,26.4,1407,1
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,3,20.15,3087,1
1,0,1,1,7,0,1,0,2,2,2,0,2,2,0,0,3,58.85,2024,1
1,0,1,1,70,1,2,1,2,2,0,0,2,0,0,1,1,97.55,2731,2
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,1,19.65,162,1
1,0,1,1,39,0,1,0,0,0,0,0,0,0,1,1,1,25.25,3312,1
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,114.45,3163,2
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,34.7,1525,0
1,0,1,1,54,1,2,0,0,2,0,2,2,0,1,1,2,70.7,1665,2
1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,85.3,1184,0
0,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,75.55,2046,2
1,0,1,1,71,1,2,1,0,2,0,2,0,0,2,1,2,84.8,2585,2
0,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,20.65,3326,1
1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,0,20.45,3309,1
0,0,1,1,66,1,2,1,0,2,2,0,2,2,1,1,1,102.45,2719,2
0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,0,104.4,974,2
1,0,0,0,11,0,1,0,0,2,0,2,0,0,0,1,2,35.65,1850,0
1,0,0,1,1,1,2,1,0,0,2,0,2,2,0,1,2,99.75,3352,0
0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,2198,2
1,0,0,0,69,1,2,1,0,2,2,2,2,0,2,1,1,97.65,2760,2
0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,829,0
1,0,0,0,4,1,0,0,0,0,2,2,2,2,0,1,2,74.4,1337,0
1,1,0,0,30,1,2,0,0,0,2,2,2,0,2,1,1,69.1,914,2
0,0,0,0,5,1,2,1,0,0,2,2,0,0,0,1,2,82.75,1822,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.4,648,1
0,0,0,0,29,1,2,0,0,2,0,0,0,0,1,1,2,55.25,565,0
1,0,1,0,52,1,2,0,0,2,0,2,0,0,0,0,0,61.35,1421,1
1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,2259,2
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,3,19.4,3335,1
1,0,0,0,8,1,0,0,0,0,0,0,0,2,0,1,1,54.75,1898,0
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,402,1
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,1452,1
1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,1427,0
0,1,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,83.8,572,0
0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,1,74.25,2659,0
0,0,0,0,51,0,1,0,0,2,2,0,2,2,1,1,1,56.4,1311,2
0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,20.1,2,1
0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,1236,0
0,1,0,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.2,550,0
1,0,1,0,30,1,2,0,0,0,0,0,0,0,0,0,2,49.9,427,0
1,0,0,0,31,1,2,0,0,2,0,2,2,0,0,1,2,71.05,948,0
0,0,0,0,45,1,0,0,2,0,2,2,2,2,2,0,0,81.65,1617,2
1,0,1,0,64,1,2,1,2,2,2,0,0,0,1,0,0,89.45,2415,2
1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,2,59.85,2491,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,2808,0
1,1,1,1,61,1,2,1,0,2,0,0,2,2,1,0,2,99.0,2515,2
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.05,776,1
1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,1829,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.45,3104,2
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,784,1
0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,3,44.25,1401,0
0,0,1,0,66,1,2,1,0,2,2,2,0,0,1,1,0,90.55,2575,2
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,2811,0
1,0,1,1,40,1,0,2,1,1,1,1,1,1,0,1,0,20.4,2962,1
1,0,0,0,16,1,2,0,0,2,2,0,0,2,0,1,0,71.4,213,0
0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15,721,0
1,0,1,0,67,1,2,2,1,1,1,1,1,1,2,0,1,24.85,535,1
0,0,1,0,41,1,0,1,2,2,2,0,2,2,1,1,0,104.45,1817,2
0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,1,1,19.8,121,1
0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.45,3083,2
0,0,1,1,3,1,2,1,0,0,0,0,0,2,0,1,0,84.75,1185,0
0,0,1,0,54,1,0,2,1,1,1,1,1,1,2,0,1,20.05,103,1
1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,2470,2
0,0,0,0,50,1,0,1,0,0,2,2,0,2,2,1,0,89.7,1870,2
1,0,0,0,14,1,2,1,0,0,0,2,2,0,0,1,2,89.95,176,0
1,0,1,0,27,1,0,0,2,0,0,0,0,0,1,0,1,48.7,401,1
0,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,96.6,2787,2
1,0,0,0,62,1,0,0,2,2,0,0,2,2,1,1,1,74.3,2040,2
0,0,0,0,12,1,0,0,0,2,0,2,0,0,0,1,2,54.3,2695,0
0,1,0,0,44,1,0,0,0,0,2,2,2,2,1,0,0,74.85,1475,2
1,0,1,1,54,1,0,1,0,2,0,2,0,0,2,1,0,79.95,1894,1
0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,0,20.05,365,1
1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,0,3,19.4,1810,1
1,0,1,1,50,1,2,0,0,0,2,0,0,0,1,0,0,54.9,1170,1
1,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,24.45,483,1
1,0,1,1,35,1,2,1,0,2,0,0,2,0,0,1,0,89.65,1417,2
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.4,3080,0
1,0,1,1,63,1,2,0,2,0,2,2,0,2,2,0,3,75.7,2033,2
0,0,1,0,58,1,2,1,2,2,2,0,2,2,1,1,1,110.65,2690,2
0,0,1,1,27,1,0,2,1,1,1,1,1,1,1,1,3,20.55,2467,1
0,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,115.15,3094,2
0,0,0,0,63,1,0,0,0,0,2,0,0,2,1,0,1,58.55,1573,1
1,0,1,0,71,1,2,1,0,2,2,0,0,2,0,1,0,93.25,2732,2
0,1,0,0,41,1,2,1,2,2,2,0,2,2,0,1,2,113.2,2038,2
1,1,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,90.5,201,0
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,79.0,413,0
0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.35,287,1
1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,3,48.75,2080,0
1,1,0,0,65,1,2,1,2,0,2,2,2,2,2,1,2,109.05,2874,2
1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.0,705,2
0,0,0,0,28,1,2,0,0,0,0,2,0,0,0,1,1,54.9,474,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.75,745,1
0,0,0,0,2,1,0,1,2,2,0,0,2,0,0,1,2,91.15,609,0
0,0,0,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.15,1718,1
1,1,1,0,60,1,2,1,0,2,2,0,2,2,1,1,2,104.35,2644,2
0,1,0,0,26,1,2,0,0,0,0,2,0,2,0,1,2,66.05,586,0
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,2869,0
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,3017,1
1,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,1,92.2,2660,2
0,0,0,0,38,1,0,1,0,2,2,2,0,0,0,1,1,84.25,1472,0
0,1,1,0,42,1,2,1,2,0,2,0,2,2,1,1,0,105.2,2005,2
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,1,0,19.6,141,1
1,0,1,0,54,0,1,0,0,2,0,0,0,0,0,0,2,30.4,566,1
0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,3311,0
0,0,1,0,44,1,0,0,2,2,2,0,0,0,1,1,3,61.5,1232,1
1,0,1,1,42,1,2,0,2,2,0,0,2,0,0,1,0,69.4,1371,2
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.75,677,1
0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,3,91.05,2625,2
0,0,1,0,19,1,2,1,0,0,2,0,0,2,0,0,3,89.65,675,0
0,0,1,0,23,1,2,0,0,0,0,2,2,2,0,1,1,73.65,578,0
0,0,0,0,30,1,0,2,1,1,1,1,1,1,2,0,1,19.4,2447,1
1,0,0,0,35,1,2,2,1,1,1,1,1,1,1,0,0,26.2,3323,1
0,0,0,0,10,1,2,1,2,0,0,0,2,2,0,1,2,98.7,3341,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,43.85,1866,0
1,0,0,0,22,1,0,1,0,0,0,0,0,0,0,1,3,69.7,456,0
1,0,1,1,7,0,1,0,2,2,2,0,0,0,2,0,3,38.55,1261,1
0,0,0,0,36,0,1,0,2,2,2,2,0,2,2,1,3,53.1,798,1
0,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,20.65,2890,1
1,0,1,1,72,1,2,0,2,2,2,0,0,0,2,0,1,64.45,2050,2
1,0,1,1,36,1,2,2,1,1,1,1,1,1,2,0,1,25.1,3296,1
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.35,2999,0
0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,603,0
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,1,2,85.0,1186,0
0,0,1,1,71,1,2,1,2,2,2,2,0,0,1,1,1,95.15,2769,2
0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,3,79.35,726,0
1,0,1,0,17,1,0,1,0,0,2,0,2,2,1,1,0,96.65,537,2
1,0,0,0,1,1,0,0,0,0,2,2,2,2,0,1,2,75.5,2973,0
1,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,3,19.7,1154,1
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.5,470,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.2,779,1
1,1,1,0,72,1,2,1,0,2,0,0,2,2,2,0,0,98.35,2816,2
1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,74.35,1930,0
0,0,1,1,61,0,1,0,0,2,2,2,2,0,2,0,1,51.35,1463,1
0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,3,45.65,1454,0
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,0,2,85.3,1203,0
0,0,0,1,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55,1222,0
1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,406,0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.3,382,1
0,0,0,0,32,1,2,0,0,2,0,0,0,0,0,1,2,54.2,655,0
1,0,1,0,65,1,2,1,0,2,0,0,0,2,0,1,2,90.65,2503,2
0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,1031,2
1,0,0,0,42,1,2,2,1,1,1,1,1,1,1,0,2,25.05,3314,1
1,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,74.85,2426,0
1,0,0,1,32,1,0,2,1,1,1,1,1,1,2,0,3,20.5,2820,1
0,1,1,0,22,1,2,0,2,2,0,2,0,0,0,1,3,63.55,362,0
1,1,1,0,57,0,1,0,0,0,0,0,2,2,0,1,2,44.85,1153,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,47.95,2043,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,1951,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.0,1949,0
1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96.0,931,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05,850,1
1,1,0,0,54,1,2,1,0,2,0,0,0,2,0,1,2,90.05,2150,0
0,0,0,0,4,1,2,2,1,1,1,1,1,1,2,1,1,25.3,159,1
1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,2817,2
0,0,1,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.3,257,1
1,0,0,0,45,1,0,0,2,0,2,0,2,2,0,1,2,75.95,1476,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.7,398,1
1,0,1,0,59,1,0,0,2,2,2,0,2,0,1,0,1,66.4,1738,1
1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,1105,1
1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,3,18.8,1254,1
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,1,19.4,87,1
0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,19.3,2987,1
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,1767,0
0,1,1,0,47,1,2,0,2,2,2,0,0,0,0,1,1,67.45,1468,2
0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,35.1,2779,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,2006,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15,1952,0
1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,1864,0
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.1,3299,1
0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,1000,0
0,0,1,0,65,1,0,0,2,0,2,2,0,0,2,0,1,58.9,1695,1
0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,426,0
1,0,0,0,52,1,0,1,0,2,0,0,0,2,0,1,2,85.35,1882,0
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.45,360,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,1963,0
0,1,0,0,52,0,1,0,0,2,2,2,2,0,0,1,2,50.5,1150,0
1,0,1,0,6,1,2,2,1,1,1,1,1,1,1,0,3,25.1,632,1
0,1,1,0,26,1,0,0,0,0,2,0,0,2,1,0,3,60.7,543,0
1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,2060,2
0,0,1,1,64,1,2,1,2,0,0,2,2,2,1,1,0,104.4,2754,2
0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75,1097,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.05,1905,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.1,653,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.55,1957,0
0,0,1,1,51,1,2,1,2,2,0,0,0,2,0,1,2,93.8,1981,2
0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.7,3086,1
0,0,1,1,72,1,0,0,2,2,2,0,2,0,2,1,1,70.65,2181,2
0,0,1,0,43,1,2,0,2,2,0,2,2,2,2,0,1,86.45,1602,2
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,114.1,3096,2
1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,95.2,1993,2
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,88.55,2650,2
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.75,2742,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,2833,0
1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0,585,0
1,0,0,0,26,0,1,0,2,2,0,0,0,2,0,1,0,44.65,158,0
1,0,1,1,29,1,0,0,2,0,0,0,0,2,0,1,3,60.2,725,0
0,1,1,0,35,1,2,1,2,2,0,2,2,0,0,1,0,100.5,1633,2
1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,55.45,454,1
1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,70.3,631,1
1,0,1,1,67,1,0,0,2,0,2,2,0,0,2,1,0,60.4,1735,1
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,196,0
0,0,0,0,23,1,0,0,0,2,2,0,0,0,1,0,0,55.8,317,1
1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,31.1,1833,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,918,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,1951,0
1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,903,0
1,0,0,1,16,1,2,0,2,2,0,0,0,2,0,1,2,69.1,88,0
0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,43.95,871,0
1,0,0,1,68,1,2,0,2,2,0,2,2,2,2,1,0,86.5,2481,2
1,0,0,0,38,1,2,0,2,2,2,2,0,0,0,0,2,69.95,1199,1
1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4,493,0
0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,1669,0
1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,90.95,557,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,19.9,3000,1
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,2,20.15,1163,1
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.6,2670,2
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,92.0,1201,0
1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,2222,0
0,0,0,0,41,1,2,2,1,1,1,1,1,1,1,1,3,24.85,3331,1
1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,36.0,363,1
0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,78.5,2418,0
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,19.95,378,1
1,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,466,1
0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,598,0
0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,106.1,3012,2
1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,3213,1
0,0,0,0,65,1,2,1,0,2,2,0,2,0,1,1,2,95.5,2586,2
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,0,2,64.6,656,0
1,0,0,0,24,1,0,0,0,0,0,2,0,0,0,1,1,51.1,266,0
0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,1699,0
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,2649,2
1,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,2,54.95,336,1
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,2178,0
1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,20.45,2047,1
1,0,1,1,70,1,2,0,0,2,2,2,2,2,2,1,1,85.95,2504,2
1,0,1,1,25,1,2,0,0,0,0,0,2,0,0,0,2,60.35,383,0
1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,2905,1
0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,832,0
0,0,1,1,59,1,2,0,0,0,2,2,2,0,2,1,0,72.1,1835,2
1,0,1,1,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8,2112,2
1,0,1,1,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35,2218,2
0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,2708,1
1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,81.05,3098,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,3001,0
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,111.8,2457,2
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,853,1
1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,1812,1
0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,79.1,1093,0
0,0,0,0,51,1,0,2,1,1,1,1,1,1,1,1,0,19.85,3358,1
0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,60.5,1410,1
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,1190,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,864,1
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,919,1
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,71.5,1997,1
1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,54.65,771,0
1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,19.2,3264,1
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,2125,0
